icode,brand,name,discount,old_price,price,qty,scraped_at
15316944,Tineco 添可,mo獨家!i7 FOLD零纏繞折疊洗地機,84折,11777,9999,80,2026-08-21 09:00:01
15220069,舒潔,絲絨舒膚110抽x60包,52折,1499,788,428,2026-08-21 09:00:01
10070677,TRUU,酵母潔顏露3入,37折,7638,2849,244,2026-08-21 09:00:01
15411477,舒樂氏,吸毛大師寵物空氣清淨機,45折,33000,14900,48,2026-08-21 09:00:01
15577683,Samsung 三星,Galaxy Z Fold8 (12G/256G),91折,59900,54900,6,2026-08-21 09:00:01
15180439,AmaBios 亞馬生醫,MPE-311激孅粒現5盒(30粒/盒),47折,7900,3788,198,2026-08-21 09:00:01
14251219,JINS,卡娜赫拉/塔麻可吉聯名系列光學眼鏡(多款任選),53折,2980,1588,46,2026-08-21 09:00:01
15133087,麥雪爾,萊賽爾涼感牛仔褲(任選),39折,3480,1368,199,2026-08-21 09:00:01
8133411,大研生醫,德國頂級魚油3入組(60粒/入),37折,6750,2499,135,2026-08-21 09:00:01
8938732,光泉,全脂保久乳200mlx2箱(共48入),81折,999,818,384,2026-08-21 09:00:01
15446500,BRAUN 百靈,7系列PRO智能電鬍刀★附鬢角刀 72-G7500cc,44折,19888,8888,49,2026-08-21 09:00:01
7704454,紐頓,T22/T24貓飼料5.4kg,53折,3450,1849,784,2026-08-21 09:00:01
9363639,國際牌,14公斤洗衣機,82折,14490,11888,37,2026-08-21 09:00:01
14950290,CENTRUM 善存,游離型葉黃素軟膠囊20mg 140顆(過年/年節/送禮),81折,1480,1199,48,2026-08-21 09:00:01
11455866,Logitech 羅技,MX Anywhere 3S無線行動滑鼠,76折,2990,2290,77,2026-08-21 09:00:01
11331449,蒂巴蕾,贈80mo★ 6件組-桑蠶絲無痕抗菌內褲,59折,1199,718,489,2026-08-21 09:00:01
14405488,哈曼卡頓,家庭劇院聲霸音響,75折,23990,17999,15,2026-08-21 09:00:01
9024179,甜露露,空運華盛頓9.5R櫻桃2kg,55折,1560,869,497,2026-08-21 09:00:01
14415176,象印,買1送1彈蓋花漾保溫杯480ml,33折,3600,1188,142,2026-08-21 09:00:01
5517245,貝恩,嬰兒柔濕巾24包,53折,2480,1329,374,2026-08-21 09:00:01
12797566,伊萊克斯,極致美味500半自動義式咖啡機(E5EC1-51ST/E5EC1-51MB),33折,8990,2990,84,2026-08-21 09:00:01
14502304,OLAY,胜超紅瓶乳霜50g,62折,1599,999,262,2026-08-21 09:00:01
13634155,美國OXO,熱銷備料工具組(四選一),4折,2490,999,315,2026-08-21 09:00:01
15242118,莫凡彼,雙人平日經典義式套餐,4折,1463,599,444,2026-08-21 09:00:01
10112878,orionjako,韓國海苔96入 (12入/包*8包),62折,1120,699,384,2026-08-21 09:00:01
13092955,幫寶適,一級幫散熱拉拉褲/黏貼尿布2箱,76折,2858,2198,481,2026-08-21 09:00:01
15034472,ThinkPad,14吋U5 AI商用★效能續航兼具,86折,37990,32990,20,2026-08-21 09:00:01
13776182,KOSE 高絲,雪肌精500ml買1送1,5折,3960,1980,142,2026-08-21 09:00:01
14466591,UNDER ARMOUR,UA 男女款 LOGO 短袖T-Shirt 運動短T(多款任選),39折,980,389,715,2026-08-21 09:00:01
15553787,Google,Pixel 11 Pro 5G 6.3吋(12G/256G),9折,40889,36990,49,2026-08-21 09:00:01
15412489,CARSCAM,S20電動滑板車,6折,22800,13799,21,2026-08-21 09:00:01
11850226,美心,316可微波不鏽鋼保鮮盒6件組,28折,4480,1299,231,2026-08-21 09:00:01
13911940,50惠,海藻染髮護髮霜2入(3色任選),72折,1380,999,254,2026-08-21 09:00:01
