icode,brand,name,discount,old_price,price,qty,scraped_at
10207934,嚴萃,威猛戰神黑瑪卡3入,3折,2499,750,301,2026-08-22 18:03:02
8141534,大研生醫,德國頂級魚油10入組(600粒),4折,19800,7950,150,2026-08-22 18:03:02
15491289,麥當勞,豬肉滿福堡加蛋+冰美式,52折,110,58,14,2026-08-22 18:03:02
14233533,法國皇家,貓餐包85g*24包,44折,2114,939,487,2026-08-22 18:03:02
15370051,BGYM 比勁,DD07 智能登山走步機-攻頂者 (父親節禮物/大坡步/走路機/全平放/站立收納/無刷馬達/爬坡機),61折,23999,14800,50,2026-08-22 18:03:02
13704397,湛盧咖啡,經典綜合濾掛咖啡2盒(共72包;中焙/深焙任選),82折,1446,1199,250,2026-08-22 18:03:02
10024935,Persil,三合一洗衣球180顆,5折,1996,999,500,2026-08-22 18:03:02
7389662,大研生醫,視易適葉黃素3入組(30粒/入),41折,5940,2488,150,2026-08-22 18:03:02
13292653,SENNHEISER 森海塞爾,旗艦款真無線藍芽耳機 MTW4 第四代,45折,10990,4990,50,2026-08-22 18:03:02
14905454,理膚寶水,無針水光B5抗老修復組,4折,7193,2912,200,2026-08-22 18:03:02
13680178,LG,30L智慧微波爐,59折,4990,2990,80,2026-08-22 18:03:02
14109124,mo select,加厚型嬰兒柔濕巾附蓋80抽*24入(台灣製、保濕升級),47折,1750,839,120,2026-08-22 18:03:02
15054743,EatBLISS 益比喜,小晶晶金盞花葉黃素凍升級版100入,4折,6900,2780,500,2026-08-22 18:03:02
14032453,Panasonic 國際牌,12公升雙變頻智能除濕機★獨家奶茶色,6折,19900,11999,29,2026-08-22 18:03:02
11423518,Roichen,韓國 減壓舒適正脊坐墊,53折,2780,1499,200,2026-08-22 18:03:02
14977973,杏輝醫藥,蓉憶記膠囊3入+白沙屯外出隨身藥盒,56折,10550,5980,100,2026-08-22 18:03:02
10148769,美吾髮,艾草淨身除穢舒緩安神噴霧-3入組,41折,1197,499,571,2026-08-22 18:03:02
15110305,IFME,中小童學步鞋/運動鞋/跑步鞋/機能鞋(多款任選),56折,1480,829,300,2026-08-22 18:03:02
13075137,台灣三洋,240L一級變頻冰箱,86折,12900,11111,40,2026-08-22 18:03:02
15553789,Google,Pixel 11 Pro XL 5G 6.8吋(12G/256G),95折,44889,42990,50,2026-08-22 18:03:02
13332736,Diantha 第一山,100%酪梨油1000mlX3瓶,55折,2145,1199,259,2026-08-22 18:03:02
13581205,豪德寺,招財貓日式150抽x80包,64折,1199,769,300,2026-08-22 18:03:02
13683504,伊萊克斯,完美管家吸塵器-進化版,27折,10900,2990,50,2026-08-22 18:03:02
14237834,Lenovo,15.3吋i5 H版輕薄筆電,6折,27990,16990,25,2026-08-22 18:03:02
11060709,滿意寶寶,極上呵護黏貼紙尿褲M-XL(任選2箱組),76折,4598,3498,500,2026-08-22 18:03:02
15505959,NEOFLAM,陶瓷雙鍋組-28炒鍋含蓋+28平底鍋,24折,5280,1299,1,2026-08-22 18:03:02
7795123,MRF 健身大師AI孝親 小圓循環電動健步機(超慢跑/踏步機/復健機/坐走機),MRF 健身大師AI孝親 小圓循環電動健步機(超慢跑/踏步機/復健機/坐走機),41折,8320,3480,50,2026-08-22 18:03:02
15439037,蘭蔻,小黑撫紋眼霜20ml,45折,6000,2700,54,2026-08-22 18:03:02
10548243,農純鄉,滴雞精45入+益菌蔓越莓7入,76折,7200,5499,40,2026-08-22 18:03:02
11660056,Baicycle,S3 小白電動折疊車,65折,19800,12988,23,2026-08-22 18:03:02
14920754,髮的食譜,洗護髮3入組★全新上市,58折,1287,749,599,2026-08-22 18:03:02
13247426,寶拉珍選,2%水楊酸精華液2入,7折,2400,1699,250,2026-08-22 18:03:02
