icode,brand,name,discount,old_price,price,qty,scraped_at
14553162,Haier 海爾,全新升級!R9 Plus高溫蒸氣織物清洗機+廚衛清潔組,57折,6990,3988,93,2026-08-15 12:30:02
14268000,TCL,55型 4K QD Mini LED 高區控光量子智慧TV,64折,33990,21900,0,2026-08-15 12:30:02
15111393,【麥雪爾萊賽爾親膚寬褲 (多色選),【麥雪爾萊賽爾親膚寬褲 (多色選),37折,3380,1280,222,2026-08-15 12:30:02
14148533,Arowana 亞諾納,二代全新升級獨家★25+29吋小資森活 ｜上開＋對開兩用大容量行李箱,31折,9660,2999,189,2026-08-15 12:30:02
15437770,飲后,超孅飲6盒(15包/盒),37折,7680,2880,194,2026-08-15 12:30:02
13344416,資生堂國際櫃,百優乳霜75mlx2入,35折,7200,2577,222,2026-08-15 12:30:02
14175117,法國皇家,泌尿保健貓飼料10KG,68折,4249,2899,391,2026-08-15 12:30:02
12746710,巴黎卡詩,黑鑽髮膜買200送210ml,42折,6500,2740,145,2026-08-15 12:30:02
15553788,Google,Pixel 11 Pro 5G 6.3吋(16G/512G),91折,44889,40990,48,2026-08-15 12:30:02
13683504,伊萊克斯,超級完美管家吸塵器HEPA進化版,27折,10900,2990,178,2026-08-15 12:30:02
12922480,萬歲牌,天天堅果隨手包系列2件組(量販袋),77折,1380,1068,470,2026-08-15 12:30:02
13528252,Sofy蘇菲,超熟睡/超日安褲型衛生棉箱購,36折,1999,725,1,2026-08-15 12:30:02
10777034,聖萊西,金貓罐170g*24入,44折,1845,829,978,2026-08-15 12:30:02
11575124,達摩本草,專利山苦瓜胜月太6入(共540顆),41折,12000,4950,94,2026-08-15 12:30:02
4204214,妙管家,抗菌洗衣精8瓶,5折,1598,799,480,2026-08-15 12:30:02
15388125,今生金飾,網路獨賣-黃金胖福袋串珠/手繩；多款任選,7折,2980,2088,138,2026-08-15 12:30:02
6349347,亞培,倍力素腫瘤癌症專用即飲配方220ml x24入,83折,6579,5475,4,2026-08-15 12:30:02
13054244,CF Diamond,七夕情人節｜2026新品上市｜momo獨家 (生日 禮物 1克拉 項鍊 戒指 耳環 手鍊 莫桑鑽 培育鑽),3折,6200,1911,77,2026-08-15 12:30:02
12608285,大同,10人份不鏽鋼電鍋光耀藍,7折,3890,2740,82,2026-08-15 12:30:02
9126314,推理冒險小說必讀經典「名偵探福爾摩斯」系列（全套五冊）,推理冒險小說必讀經典「名偵探福爾摩斯」系列（全套五冊）,55折,1750,970,64,2026-08-15 12:30:02
15401562,契爾氏,RHC+膠原快充精華30ml,77折,3109,2400,119,2026-08-15 12:30:02
15352987,dyson,V10強勁雙錐無纏結吸塵器,88折,16900,14900,149,2026-08-15 12:30:02
15580936,日麗生,桐葉豐盈養髮液超值3入組,6折,4470,2685,235,2026-08-15 12:30:02
14222935,永川牛肉麵,川味牛肉麵6入,74折,1350,999,289,2026-08-15 12:30:02
15039439,肯德基,咔啦脆雞5塊+原味蛋撻禮盒(6入),52折,649,339,616,2026-08-15 12:30:02
14857233,Logitech G,PRO X 2 SUPERSTRIKE 無線類比滑鼠,94折,5190,4890,75,2026-08-15 12:30:02
15248937,雅詩蘭黛,小棕瓶100ml買1送1(國際航空版),25折,15800,4011,180,2026-08-15 12:30:02
13756874,ROLAND 樂蘭,FP-30X 便攜式88鍵數位鋼琴全套組,64折,35000,22699,1,2026-08-15 12:30:02
14510960,FJ 豐傑生醫,大豆異黃酮+紅花苜蓿-30顆/袋x5入(熟齡女性調理ｘ營養補給),71折,2575,1850,98,2026-08-15 12:30:02
11387568,雨揚,2026大藏經普渡大法會-全家/團體,48折,7920,3860,76,2026-08-15 12:30:02
13892968,WEDGWOOD,英倫寢具天絲床包枕套組,23折,8480,1999,71,2026-08-15 12:30:02
12928521,adidas 愛迪達,DURAMO RC 跑鞋 精選運動鞋 慢跑鞋 男鞋/女鞋 多款任選,47折,2290,1090,180,2026-08-15 12:30:02
12177159,FL 生活+,掀蓋收納箱系列,37折,6398,2399,180,2026-08-15 12:30:02
14723795,ASUS,24型i5 AIO★企業採購首選,76折,25990,19990,0,2026-08-15 12:30:02
15488735,禾聯,6公升除濕機 HDH-12PS010,55折,6990,3890,78,2026-08-15 12:30:02
13704397,湛盧咖啡,經典綜合濾掛咖啡2盒(共72包;中焙/深焙任選),74折,1616,1199,230,2026-08-15 12:30:02
12721647,LG,19KG變頻洗衣機,67折,27900,18888,25,2026-08-15 12:30:02
15035109,Samsung 三星,Galaxy Tab A11+ 11吋 6G/128G Wifi X230 平板電腦,79折,9990,7990,98,2026-08-15 12:30:02
15441693,LANCOME 蘭蔻,絕對完美頂級醫學美容逆時精華50ml,99折,7510,7500,17,2026-08-15 12:30:02
14401282,日本MEDfine呀保樂固齒護齦5盒組,日本MEDfine呀保樂固齒護齦5盒組,2折,12000,2425,190,2026-08-15 12:30:02
