icode,brand,name,discount,old_price,price,qty,scraped_at
15553787,Google,Pixel 11 Pro 5G 6.3吋(12G/256G),9折,40889,36990,48,2026-08-13 13:55:01
15469577,Acer,送羅技滑鼠★16吋Ryzen AI 5月銀白,83折,37900,31688,42,2026-08-13 13:55:01
7947653,原萃,無糖冷萃茶450ml x2箱(共48入),53折,1680,899,332,2026-08-13 13:55:01
14233533,法國皇家,貓餐包85g*24包,44折,2114,939,136,2026-08-13 13:55:01
15407785,台灣G湯,台灣黃金搭檔12入,56折,1750,990,276,2026-08-13 13:55:01
15032394,Nestle 雀巢,Nescafe濃縮咖啡液500mlX3罐(黑咖啡/焦糖；口味任選),79折,749,599,419,2026-08-13 13:55:01
15394907,必勝客,2個十三吋鬆厚大比薩(口味10選2),29折,1320,389,89,2026-08-13 13:55:01
12984109,ARIEL,抗菌除臭洗衣補充8包,78折,1099,859,425,2026-08-13 13:55:01
15230014,石頭科技,F25 RT GEN 2小白鯊零纏繞洗地機,41折,16800,6999,39,2026-08-13 13:55:01
14267961,TCL,55型 4K QLED 量子智慧連網TV,64折,19990,12900,24,2026-08-13 13:55:01
13313851,趣讀漫畫學經典系列（1-5）,趣讀漫畫學經典系列（1-5）,55折,1750,970,52,2026-08-13 13:55:01
15450282,ARMANI,高訂持久輕霧光氣墊粉餅,45折,6214,2850,96,2026-08-13 13:55:01
13569086,THOMSON,智能觸控不鏽鋼8公升氣炸鍋 TM-SAT29A(超大容量 可視窗/可視燈 觸控式操作面板),26折,5990,1599,81,2026-08-13 13:55:01
12608285,大同,10人份不鏽鋼光耀藍電鍋,7折,3890,2740,40,2026-08-13 13:55:01
15119015,樂敦,V游離型葉黃素複方軟膠囊 120粒*2入,77折,3596,2799,149,2026-08-13 13:55:01
15243963,Gelovery 愷達生醫,1200億益生菌粉(任選12包組:30包/袋),47折,19800,9499,108,2026-08-13 13:55:01
15413917,adidas 愛迪達,CLOUDFOAM FLEX LOUNGE RAPIDFIT 運動休閒鞋 女鞋 多款任選 (HQ4942/KJ4730/HQ4940),51折,2290,1190,159,2026-08-13 13:55:01
15253183,URUHIMEMOMOKO 潤姬桃子,潤姬桃子30入x6盒,52折,10080,5328,78,2026-08-13 13:55:01
12991953,卡旺,卡旺G022卡式瓦斯罐48入,7折,1840,1290,210,2026-08-13 13:55:01
8443137,Darphia 朵法亞,銀粒子棉眠枕,59折,2199,1299,204,2026-08-13 13:55:01
11455870,Logitech 羅技,MX Keys S無線智能鍵盤,77折,3990,3090,70,2026-08-13 13:55:01
15560389,Vermicular,琺瑯鑄鐵玉子燒鍋-白橡木/黑胡桃,67折,5000,3350,13,2026-08-13 13:55:01
14984896,銀穗,開襟綁帶洋裝(多色選),37折,2880,1080,227,2026-08-13 13:55:01
10655919,COACH,大C PVC/皮革手拿包/識別證件夾(多款),93折,1478,1388,165,2026-08-13 13:55:01
14819884,Acer 宏碁,27型 IPS 2K 144Hz 超薄護眼螢幕,71折,4999,3588,24,2026-08-13 13:55:01
13994483,Delonghi,半自動義式咖啡機EC890,46折,20900,9690,94,2026-08-13 13:55:01
12242437,PETBERRY,木薯砂2.5kg*6包,53折,1680,899,262,2026-08-13 13:55:01
14020139,康寧餐具,不鏽鋼平煎鍋28cm,5折,3980,1999,139,2026-08-13 13:55:01
12935568,愛馬仕,男性淡香水100ml,37折,4840,1799,174,2026-08-13 13:55:01
11236768,Kotex 靠得住,茶樹涼感棉/JOGUMAN/護墊/褲型 (多款選),27折,1999,549,1,2026-08-13 13:55:01
14578369,TRUU,外泌體水光面膜2入,44折,4960,2199,191,2026-08-13 13:55:01
13842594,越南頂級,鹽焗帶皮腰果460g*3入,44折,1497,666,269,2026-08-13 13:55:01
