date,slot,icode,brand,name,discount,price,qty_open,mid_qty,qty_close,sold,sold_out,sell_rate
2026/08/07,07:00,12700966,BRAUN 百靈,智能變速 5系PRO電鬍刀★充電座組,59折,4288,80,74,6,否,7.5
2026/08/07,07:00,11936259,飛力士,免手持★全自動60張碎紙機,93折,3250,244,239,5,否,2.0
2026/08/07,07:00,14583498,東元,12KG洗脫烘滾筒洗衣機,48折,13111,40,35,5,否,12.5
2026/08/07,07:00,15218665,追覓科技,FP10 360°自滾集毛自清潔空氣清淨機,49折,12980,30,26,4,否,13.3
2026/08/07,07:00,14639455,Apple,iPhone 17 Pro(256G/6.3吋),95折,38900,40,36,4,否,10.0
2026/08/07,07:00,15422941,蘭蔻,超極限肌因撫紋抗皺筆20ml,7折,2950,200,198,2,否,1.0
2026/08/07,07:00,15425251,蘭蔻,極塑緊緻膠原霜50ml,47折,2790,27,25,2,否,7.4
2026/08/07,07:00,15491288,麥當勞,經典美式咖啡(冰)+吉事蛋堡,65折,55,6,4,2,否,33.3
2026/08/07,07:00,8666029,Sofy蘇菲,彈力貼身衛生棉,39折,459,1,1,0,否,0.0
2026/08/07,11:00,10046723,Avila阿維拉,強碳酸氣泡水500mlx2箱(共48入),34折,499,582,576,456,126,否,21.6
2026/08/07,11:00,15242118,莫凡彼,雙人平日經典義式套餐(含主餐*2+湯品*2+甜點*2+飲品*2),4折,599,443,429,318,125,否,28.2
2026/08/07,11:00,13875585,KOH COCONUT 酷椰嶼,100%椰子水 1Lx1箱(共12入),61折,769,385,375,292,93,否,24.2
2026/08/07,11:00,15287899,王品集團,火鍋.中菜7大品牌通用$888抵$1000《瘋鍋氣》好禮即享券(指定品牌加碼截圖贈菜/一次抵用型),88折,888,493,490,452,41,否,8.3
2026/08/07,11:00,11691199,Airwaves,任選超涼無糖口香糖10入(提神/潔牙/口腔清潔),62折,618,490,476,450,40,否,8.2
2026/08/07,11:00,14432357,Apple,iPhone 17(256G/6.3吋),96折,28900,109,105,83,26,否,23.9
2026/08/07,11:00,10284830,金賞,泰國A+老欉金枕頭榴槤5盒(通過多項無毒檢驗),39折,999,490,484,464,26,否,5.3
2026/08/07,11:00,6532205,五月花,厚棒四層抽取90抽x60包,71折,1199,338,341,318,20,否,5.9
2026/08/07,11:00,4811545,亞大T8銀耳,冰糖原味白木耳露150gx24入/箱,49折,1188,279,275,260,19,否,6.8
2026/08/07,11:00,15248937,雅詩蘭黛,小棕瓶100ml買1送1(國際航空版),25折,4011,124,122,107,17,否,13.7
2026/08/07,11:00,10024935,Persil,三合一洗衣球180顆,5折,999,485,484,469,16,否,3.3
2026/08/07,11:00,14469858,得意的一天,義大利橄欖油1Lx3瓶(超值贈品任選),84折,1485,749,750,735,14,否,1.9
2026/08/07,11:00,15162643,KOHZII 康馳,全自動製冰機 KIM1250SS (2026全新上市),41折,1490,98,97,84,14,否,14.3
2026/08/07,11:00,15449061,DHC,持續型生物素 30日份3入組,85折,539,644,642,630,14,否,2.2
2026/08/07,11:00,13901279,MIT iLook,冰冰被/冰絲床包-2入組,21折,918,330,329,317,13,否,3.9
2026/08/07,11:00,12249079,3ZeBra 三隻斑馬,好肩力｜斜方肌肩頸按摩器,67折,1999,197,195,185,12,否,6.1
2026/08/07,11:00,8143213,LG,寵物版加強淨化循環扇空氣清淨機(PuriCare360°/AS651DSS0,48折,12900,49,48,40,9,否,18.4
2026/08/07,11:00,14148720,Arowana 亞諾納,速達獨家★小資森活29吋上開式1:9前開式可擴充旅行箱/行李箱,37折,1877,493,491,485,8,否,1.6
2026/08/07,11:00,14534624,〔momo獨家〕「從無到有工程大剖析」系列：水壩、遊樂園、道路、隧道、橋梁、大樓（共6冊）,〔momo獨家〕「從無到有工程大剖析」系列：水壩、遊樂園、道路、隧道、橋梁、大樓（共6冊）,55折,1263,72,71,64,8,否,11.1
2026/08/07,11:00,15388635,NEW BALANCE,515厚底復古鞋_多款任選,61折,1699,198,198,190,8,否,4.0
2026/08/07,11:00,13204646,COACH,男士皮革/PVC短夾(多色),25折,2258,144,141,137,7,否,4.9
2026/08/07,11:00,15154814,SK-II,青春露330ml+330ml,52折,9350,82,81,76,6,否,7.3
2026/08/07,11:00,13786652,Philips 飛利浦,星視界透視海星氣炸鍋4.2L_NA322/00,66折,5990,99,99,94,5,否,5.1
2026/08/07,11:00,11331449,蒂巴蕾,贈80mo★6件組-桑蠶絲無痕抗菌內褲,59折,718,495,495,490,5,否,1.0
2026/08/07,11:00,9307569,上山採藥,五星飯店指定植萃洗髮/沐浴任4入,49折,899,298,298,293,5,否,1.7
2026/08/07,11:00,12842795,亞培,安素原味 HMB升級配方 60入,82折,4250,198,198,194,4,否,2.0
2026/08/07,11:00,10343393,元大珠寶,黃金一錢金塊金條 十三選一(獨家與白沙屯媽祖授權聯名),96折,18188,79,79,75,4,否,5.1
2026/08/07,11:00,12787366,BRITA,5重龍濾水器組(共1機4芯),53折,4980,27,26,23,4,否,14.8
2026/08/07,11:00,13229603,dyson,V8 SV25 強勁無線吸塵器(經典款),53折,8990,150,150,147,3,否,2.0
2026/08/07,11:00,15027125,SPORTS RESEARCH,Omega-3 濃縮魚油 1250mg 150粒,84折,1699,199,199,196,3,否,1.5
2026/08/07,11:00,15549729,YOMIX 優迷,迪士尼玩具總動員滿電分離器,56折,499,437,437,434,3,否,0.7
2026/08/07,11:00,14691325,BenQ,24型 144Hz 護眼螢幕,76折,2818,27,27,24,3,否,11.1
2026/08/07,11:00,14911376,Move Free 益節,葡萄糖胺錠複能3合1加強錠4瓶(共600錠),56折,3618,63,62,61,2,否,3.2
2026/08/07,11:00,14729899,資生堂國際櫃,激抗痕緊緻ACE眼霜15mL★下單贈200mo點,46折,2590,250,249,248,2,否,0.8
2026/08/07,11:00,8852892,東元,6-8坪冷暖除溼淨化移動空調,34折,9888,17,16,15,2,否,11.8
2026/08/07,11:00,14895103,zZSLEEPER,-2°C 涼感忘憂枕1入,38折,2199,109,109,107,2,否,1.8
2026/08/07,11:00,15230014,石頭科技,F25 RT GEN 2小白鯊零纏繞洗地機,93折,6999,50,49,49,1,否,2.0
2026/08/07,11:00,13274886,Farmina 法米納,天然無穀貓糧10kg,64折,3839,100,100,99,1,否,1.0
2026/08/07,11:00,12270439,輝葉良品,天胡一號 電動麻將桌HYG-W01_摺疊款全配版,69折,21888,35,35,34,1,否,2.9
2026/08/07,11:00,13506797,OZIO 歐姬兒,升級版凍齡蜂王乳凝露EX-75g/6入(極潤抗皺All In One凝露),38折,4911,70,70,69,1,否,1.4
2026/08/07,11:00,10958352,好奇,小森林尿布 (好眠褲/好動褲/黏貼型),84折,1435,1,1,1,0,否,0.0
2026/08/07,11:00,15302691,亞馬生醫,視界粒現5盒,49折,3880,32,32,39,0,否,0.0
2026/08/07,11:00,15468434,小米,Xiaomi 15T 6.83吋 5G(12G/256G),92折,12999,30,30,30,0,否,0.0
2026/08/07,14:00,14469858,得意的一天,義大利橄欖油1Lx3瓶(超值贈品任選),84折,1485,721,,0,721,是,100.0
2026/08/07,14:00,15449061,DHC,持續型生物素 30日份3入組,85折,539,618,,0,618,是,100.0
2026/08/07,14:00,11331449,蒂巴蕾,贈80mo★6件組-桑蠶絲無痕抗菌內褲,59折,718,487,,0,487,是,100.0
2026/08/07,14:00,14148720,Arowana 亞諾納,速達獨家★小資森活29吋上開式1:9前開式可擴充旅行箱/行李箱,37折,1877,477,,0,477,是,100.0
2026/08/07,14:00,10284830,金賞,泰國A+老欉金枕頭榴槤5盒(通過多項無毒檢驗),39折,999,453,,0,453,是,100.0
2026/08/07,14:00,10024935,Persil,三合一洗衣球180顆,5折,999,448,,0,448,是,100.0
2026/08/07,14:00,11691199,Airwaves,任選超涼無糖口香糖10入(提神/潔牙/口腔清潔),62折,618,434,,0,434,是,100.0
2026/08/07,14:00,15549729,YOMIX 優迷,迪士尼玩具總動員滿電分離器,56折,499,422,,0,422,是,100.0
2026/08/07,14:00,15287899,王品集團,火鍋.中菜7大品牌通用$888抵$1000《瘋鍋氣》好禮即享券(指定品牌加碼截圖贈菜/一次抵用型),88折,888,408,,0,408,是,100.0
2026/08/07,14:00,10046723,Avila阿維拉,強碳酸氣泡水500mlx2箱(共48入),34折,499,364,,0,364,是,100.0
2026/08/07,14:00,6532205,五月花,厚棒四層抽取90抽x60包,71折,1199,310,,0,310,是,100.0
2026/08/07,14:00,13901279,MIT iLook,冰冰被/冰絲床包-2入組,21折,918,306,,0,306,是,100.0
2026/08/07,14:00,9307569,上山採藥,五星飯店指定植萃洗髮/沐浴任4入,49折,899,286,,0,286,是,100.0
2026/08/07,14:00,15242118,莫凡彼,雙人平日經典義式套餐(含主餐*2+湯品*2+甜點*2+飲品*2),4折,599,252,,0,252,是,100.0
2026/08/07,14:00,14729899,資生堂國際櫃,激抗痕緊緻ACE眼霜15mL★下單贈200mo點,46折,2590,248,,0,248,是,100.0
2026/08/07,14:00,4811545,亞大T8銀耳,冰糖原味白木耳露150gx24入/箱,49折,1188,237,,0,237,是,100.0
2026/08/07,14:00,13875585,KOH COCONUT 酷椰嶼,100%椰子水 1Lx1箱(共12入),61折,769,208,,0,208,是,100.0
2026/08/07,14:00,15027125,SPORTS RESEARCH,Omega-3 濃縮魚油 1250mg 150粒,84折,1699,193,,0,193,是,100.0
